"farmer_ID","shop_ID","knows_dealer","bought_at_dealer","duration_customer","knows_other_customer","refunds","gives_credit","gives_advice","delivers","after_sales_service","payment_mehtods","small_quant","catchID"
"F_713","AD_87","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","51"
"F_1698","AD_251","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","88"
"F_719","AD_87","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","51"
"F_1695","AD_251","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","88"
"F_374","AD_282","Yes","Yes","2021-02-01","n/a","No","No","Yes","98","No","Yes","Yes","64"
"F_711","AD_87","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","51"
"F_1700","AD_251","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","88"
"F_378","AD_282","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","64"
"F_717","AD_87","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","51"
"F_1696","AD_251","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","88"
"F_377","AD_282","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","64"
"F_379","AD_282","Yes","Yes","2017-02-01","n/a","No","No","No","No","No","Yes","Yes","64"
"F_1693","AD_251","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","88"
"F_380","AD_282","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","64"
"F_720","AD_87","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","51"
"F_375","AD_282","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","64"
"F_715","AD_87","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","51"
"F_376","AD_282","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","64"
"F_712","AD_87","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","51"
"F_372","AD_282","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","64"
"F_3345","AD_87","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","51"
"F_373","AD_282","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","64"
"F_3342","AD_87","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","51"
"F_371","AD_282","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","64"
"F_3346","AD_87","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","51"
"F_2987","AD_282","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","64"
"F_3343","AD_87","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","51"
"F_2989","AD_282","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","64"
"F_2988","AD_282","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","64"
"F_2986","AD_282","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","64"
"F_2990","AD_282","Yes","Yes","2020-02-01","n/a","No","No","Yes","No","No","Yes","Yes","64"
"F_2593","AD_87","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","51"
"F_2594","AD_87","Yes","Yes","2017-02-01","n/a","No","No","Yes","No","No","98","Yes","51"
"F_2596","AD_87","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","51"
"F_2599","AD_87","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","51"
"F_2597","AD_87","Yes","No","n/a","Yes","No","No","Yes","No","No","No","Yes","51"
"F_2160","AD_242","Yes","No","n/a","Yes","98","Yes","Yes","No","Yes","Yes","Yes","14"
"F_2156","AD_242","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","14"
"F_2152","AD_242","Yes","Yes","2019-02-01","n/a","Yes","Yes","Yes","98","No","Yes","Yes","14"
"F_2159","AD_242","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","14"
"F_2151","AD_242","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","14"
"F_2158","AD_242","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","14"
"F_2155","AD_242","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","14"
"F_2157","AD_242","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","14"
"F_2153","AD_242","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","14"
"F_1032","AD_282","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","64"
"F_1036","AD_282","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","64"
"F_1596","AD_242","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","14"
"F_1037","AD_282","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","64"
"F_1600","AD_242","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","14"
"F_1035","AD_282","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","64"
"F_1040","AD_282","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","64"
"F_1597","AD_242","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","14"
"F_1594","AD_242","Yes","Yes","2020-02-01","n/a","No","98","Yes","No","No","98","Yes","14"
"F_1599","AD_242","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","14"
"F_1598","AD_242","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","14"
"F_1592","AD_242","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","14"
"F_1593","AD_242","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","14"
"F_1591","AD_242","Yes","Yes","2020-02-01","n/a","Yes","No","Yes","No","No","No","Yes","14"
"F_1595","AD_242","Yes","Yes","2020-02-01","n/a","No","No","Yes","No","No","No","Yes","14"
"F_3272","AD_242","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","14"
"F_2361","AD_242","Yes","Yes","2020-02-01","n/a","Yes","No","No","No","No","No","Yes","14"
"F_2370","AD_242","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","14"
"F_3273","AD_242","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","14"
"F_2362","AD_242","Yes","Yes","2021-02-01","n/a","No","No","Yes","No","No","No","Yes","14"
"F_2363","AD_242","Yes","Yes","2020-02-01","n/a","Yes","Yes","Yes","Yes","Yes","98","Yes","14"
"F_2364","AD_242","Yes","Yes","2019-02-01","n/a","Yes","Yes","Yes","Yes","Yes","No","Yes","14"
"F_2365","AD_242","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","14"
"F_2366","AD_242","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","14"
"F_2369","AD_242","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","14"
"F_567","AD_15","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","40"
"F_2368","AD_242","Yes","No","n/a","Yes","Yes","Yes","Yes","Yes","No","98","Yes","14"
"F_569","AD_15","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","40"
"F_2367","AD_242","Yes","Yes","2011-02-01","n/a","No","No","Yes","No","No","No","Yes","14"
"F_568","AD_15","Yes","Yes","2019-02-01","n/a","No","No","Yes","98","No","No","Yes","40"
"F_3271","AD_242","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","14"
"F_3280","AD_242","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","14"
"F_566","AD_15","Yes","Yes","2018-02-01","n/a","No","98","Yes","No","No","No","Yes","40"
"F_3278","AD_242","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","14"
"F_3279","AD_242","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","14"
"F_570","AD_15","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","40"
"F_898","AD_18","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","29"
"F_899","AD_18","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","29"
"F_1038","AD_282","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","64"
"F_896","AD_18","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","29"
"F_1039","AD_282","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","64"
"F_897","AD_18","Yes","Yes","2018-02-01","n/a","Yes","No","Yes","No","No","Yes","Yes","29"
"F_1031","AD_282","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","64"
"F_900","AD_18","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","29"
"F_1034","AD_282","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","64"
"F_1033","AD_282","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","64"
"F_2653","AD_242","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","14"
"F_2651","AD_242","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","14"
"F_2657","AD_242","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","14"
"F_2654","AD_242","Yes","Yes","2019-02-01","n/a","No","No","Yes","No","No","No","Yes","14"
"F_2656","AD_242","Yes","Yes","2019-02-01","n/a","98","No","Yes","98","No","No","Yes","14"
"F_2659","AD_242","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","14"
"F_2655","AD_242","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","14"
"F_2660","AD_242","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","14"
"F_2652","AD_242","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","14"
"F_3275","AD_242","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","14"
"F_3274","AD_242","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","14"
"F_786","AD_15","Yes","Yes","2014-02-01","n/a","No","No","Yes","No","No","Yes","Yes","40"
"F_787","AD_15","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","40"
"F_788","AD_15","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","40"
"F_789","AD_15","Yes","No","n/a","Yes","Yes","No","Yes","No","Yes","98","98","40"
"F_565","AD_15","Yes","Yes","2021-02-01","n/a","No","98","No","No","No","No","Yes","40"
"F_790","AD_15","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","40"
"F_562","AD_15","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","40"
"F_341","AD_18","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","29"
"F_783","AD_15","Yes","Yes","2019-02-01","n/a","No","No","No","No","No","No","Yes","40"
"F_561","AD_15","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","40"
"F_344","AD_18","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","29"
"F_784","AD_15","Yes","Yes","2018-02-01","n/a","No","98","98","98","98","98","98","40"
"F_564","AD_15","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","40"
"F_342","AD_18","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","29"
"F_347","AD_18","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","29"
"F_563","AD_15","Yes","Yes","2020-02-01","n/a","No","Yes","Yes","No","No","No","Yes","40"
"F_343","AD_18","Yes","Yes","2017-02-01","n/a","Yes","Yes","Yes","Yes","Yes","Yes","Yes","29"
"F_346","AD_18","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","29"
"F_892","AD_18","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","29"
"F_348","AD_18","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","29"
"F_345","AD_18","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","29"
"F_894","AD_18","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","29"
"F_349","AD_18","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","29"
"F_891","AD_18","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","29"
"F_350","AD_18","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","29"
"F_893","AD_18","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","29"
"F_785","AD_15","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","40"
"F_895","AD_18","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","29"
"F_187","AD_280","Yes","No","n/a","Yes","Yes","Yes","Yes","Yes","No","No","98","17"
"F_185","AD_280","Yes","Yes","2020-02-01","n/a","98","No","Yes","98","No","No","No","17"
"F_181","AD_280","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","17"
"F_188","AD_280","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","17"
"F_182","AD_280","Yes","Yes","2019-02-01","n/a","No","98","No","98","No","No","No","17"
"F_189","AD_280","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","17"
"F_183","AD_280","Yes","No","n/a","Yes","98","98","Yes","No","No","No","Yes","17"
"F_186","AD_280","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","17"
"F_190","AD_280","Yes","Yes","2018-02-01","n/a","No","Yes","Yes","Yes","No","98","Yes","17"
"F_2012","AD_280","Yes","No","n/a","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","17"
"F_2018","AD_280","Yes","Yes","2019-02-01","n/a","Yes","Yes","Yes","Yes","Yes","Yes","Yes","17"
"F_2015","AD_280","Yes","Yes","2021-02-01","n/a","98","Yes","Yes","Yes","Yes","Yes","Yes","17"
"F_2017","AD_280","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","17"
"F_2019","AD_280","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","17"
"F_2020","AD_280","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","17"
"F_2013","AD_280","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","17"
"F_2011","AD_280","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","17"
"F_2014","AD_280","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","17"
"F_2016","AD_280","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","17"
"F_2056","AD_76","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","102"
"F_184","AD_280","Yes","Yes","2019-02-01","n/a","No","Yes","Yes","No","No","Yes","Yes","17"
"F_2060","AD_76","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","102"
"F_2054","AD_76","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","102"
"F_2058","AD_76","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","102"
"F_2052","AD_76","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","102"
"F_2053","AD_76","Yes","No","n/a","Yes","98","98","98","98","98","98","Yes","102"
"F_2057","AD_76","Yes","Yes","2021-02-01","n/a","No","No","No","No","No","No","Yes","102"
"F_1188","AD_205","Yes","Yes","2019-02-01","n/a","Yes","Yes","Yes","No","No","No","Yes","72"
"F_1190","AD_205","Yes","Yes","2021-02-01","n/a","No","No","Yes","No","No","Yes","Yes","72"
"F_1189","AD_205","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","72"
"F_1658","AD_248","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","86"
"F_1653","AD_248","Yes","Yes","2017-02-01","n/a","Yes","Yes","Yes","Yes","No","No","Yes","86"
"F_1652","AD_248","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","86"
"F_1656","AD_248","Yes","Yes","2016-02-01","n/a","98","No","No","No","No","98","Yes","86"
"F_1660","AD_248","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","86"
"F_1659","AD_248","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","86"
"F_1657","AD_248","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","86"
"F_1654","AD_248","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","86"
"F_1655","AD_248","Yes","Yes","2019-02-01","n/a","Yes","Yes","Yes","Yes","No","98","Yes","86"
"F_538","AD_147","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2"
"F_539","AD_147","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2"
"F_11","AD_147","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2"
"F_536","AD_147","Yes","Yes","2020-02-01","n/a","98","No","Yes","No","98","98","Yes","2"
"F_537","AD_147","Yes","Yes","2020-02-01","n/a","Yes","98","Yes","No","98","98","Yes","2"
"F_12","AD_147","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2"
"F_13","AD_147","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2"
"F_535","AD_147","Yes","No","n/a","Yes","Yes","98","Yes","No","No","98","Yes","2"
"F_20","AD_147","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2"
"F_1186","AD_205","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","72"
"F_14","AD_147","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2"
"F_1185","AD_205","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","72"
"F_534","AD_147","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2"
"F_1187","AD_205","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","72"
"F_15","AD_147","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2"
"F_16","AD_147","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2"
"F_533","AD_147","Yes","Yes","2019-02-01","n/a","No","No","No","No","No","No","Yes","2"
"F_462","AD_147","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2"
"F_3262","AD_205","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","72"
"F_532","AD_147","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2"
"F_468","AD_147","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2"
"F_3266","AD_205","Yes","Yes","2016-02-01","n/a","Yes","Yes","Yes","Yes","No","Yes","Yes","72"
"F_461","AD_147","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2"
"F_1181","AD_205","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","72"
"F_531","AD_147","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2"
"F_470","AD_147","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2"
"F_17","AD_147","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2"
"F_540","AD_147","Yes","Yes","2019-02-01","n/a","No","No","Yes","No","No","No","Yes","2"
"F_18","AD_147","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2"
"F_463","AD_147","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2"
"F_3265","AD_205","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","72"
"F_1182","AD_205","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","72"
"F_3263","AD_205","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","72"
"F_469","AD_147","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2"
"F_3261","AD_205","Yes","Yes","2016-02-01","n/a","Yes","Yes","Yes","Yes","No","Yes","Yes","72"
"F_1183","AD_205","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","72"
"F_464","AD_147","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2"
"F_1184","AD_205","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","72"
"F_466","AD_147","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2"
"F_467","AD_147","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2"
"F_465","AD_147","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2"
"F_2024","AD_248","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","86"
"F_2028","AD_248","Yes","Yes","2019-02-01","n/a","No","Yes","Yes","Yes","No","No","Yes","86"
"F_2025","AD_248","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","86"
"F_2663","AD_147","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2"
"F_2029","AD_248","Yes","Yes","2019-02-01","n/a","No","98","Yes","No","No","98","Yes","86"
"F_2666","AD_147","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2"
"F_2022","AD_248","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","86"
"F_3270","AD_205","Yes","Yes","2020-02-01","n/a","Yes","No","98","98","98","98","Yes","72"
"F_2027","AD_248","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","86"
"F_3267","AD_205","Yes","Yes","2018-02-01","n/a","98","98","98","98","98","98","Yes","72"
"F_2668","AD_147","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2"
"F_2023","AD_248","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","86"
"F_3264","AD_205","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","72"
"F_2669","AD_147","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2"
"F_2021","AD_248","Yes","Yes","2018-02-01","n/a","Yes","No","Yes","No","No","No","Yes","86"
"F_3268","AD_205","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","72"
"F_2664","AD_147","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2"
"F_2030","AD_248","Yes","Yes","2020-02-01","n/a","No","No","Yes","No","No","No","Yes","86"
"F_2026","AD_248","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","86"
"F_2662","AD_147","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2"
"F_2665","AD_147","Yes","Yes","2021-02-01","n/a","No","No","Yes","No","98","Yes","Yes","2"
"F_2670","AD_147","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2"
"F_2661","AD_147","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2"
"F_2667","AD_147","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2"
"F_971","AD_295","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","61"
"F_972","AD_295","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","61"
"F_973","AD_295","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","61"
"F_974","AD_295","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","61"
"F_977","AD_295","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","61"
"F_975","AD_295","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","61"
"F_976","AD_295","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","61"
"F_979","AD_295","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","61"
"F_978","AD_295","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","61"
"F_980","AD_295","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","61"
"F_2055","AD_76","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","102"
"F_2059","AD_76","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","102"
"F_3224","AD_76","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","102"
"F_3225","AD_76","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","102"
"F_3228","AD_76","Yes","No","n/a","Yes","No","Yes","Yes","98","Yes","Yes","Yes","102"
"F_3221","AD_76","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","102"
"F_3222","AD_76","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","102"
"F_3229","AD_76","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","102"
"F_3223","AD_76","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","102"
"F_3226","AD_76","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","102"
"F_3230","AD_76","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","102"
"F_3227","AD_76","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","102"
"F_2051","AD_76","Yes","No","n/a","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","102"
